"ibge.municode","uf","muni","electorate.96","comp.voting.98","depfedbranconulo98.pct","blank.inv.96","poverty_high_1991","frac_25_illit_1991","gini_1991","pt_pres_1994","latitude","longitude"
2804003,"SE","MARUIM",12639,"0",41.0746685275645,16.124,77.318000793457,40.7109985351562,0.537999987602234,23.65,-10.7375001907349,37.0816650390625
2804102,"SE","MOITA BONITA",7102,"0",31.1537200917732,12.469,78.5579986572266,51.867000579834,0.453999996185303,11.2364553955767,-10.5775003433228,37.3427772521973
2804201,"SE","MONTE ALEGRE DE SERGIPE",8059,"0",30.5026842362128,12.15,88.6510009765625,66.3960037231445,0.46399998664856,12.2144713445493,-10.0272226333618,37.5622215270996
2804300,"SE","MURIBECA",5390,"0",51.430781129157,15.669,86.3720016479492,54.6769981384277,0.456999987363815,13.0165289256198,-10.4272222518921,36.9591674804688
2804409,"SE","NEOPOLIS",11465,"0",46.7262569832402,12.687,78.1149978637695,47.1790008544922,0.485000014305115,12.9735389301352,-10.3199996948242,36.5794448852539
2804458,"SE","NOSSA SENHORA APARECIDA",6100,"0",20.7254941919707,14.428,87.1620025634766,70.484001159668,0.418000012636185,9.87700335445397,-10.4425001144409,37.4891662597656
2804508,"SE","NOSSA SENHORA DA GLORIA",15039,"0",28.057210965435,10.632,85.109001159668,55.2330017089844,0.535000026226044,22.6351112681031,-10.2183332443237,37.4202766418457
2804607,"SE","NOSSA SENHORA DAS DORES",13618,"0",42.7968047011294,12.954,80.6890029907227,54.6100006103516,0.521000027656555,13.3931511359895,-10.4916667938232,37.1933326721191
2804706,"SE","NOSSA SENHORA DE LOURDES",4231,"0",26.1836027713626,13.031,79.4889984130859,57.226001739502,0.524999976158142,22.9582806573957,-10.0794448852539,37.0577774047852
2804805,"SE","NOSSA SENHORA DO SOCORRO",38518,"0",41.9395502916948,15.793,71.7669982910156,29.0470008850098,0.52700001001358,23.8603513453413,-10.8549995422363,37.1261100769043
2804904,"SE","PACATUBA",6964,"0",53.2545488651285,18.815,91.8270034790039,64.734001159668,0.439999997615814,9.65316144874156,-10.453332901001,36.6513900756836
2805000,"SE","PEDRA MOLE",1496,"0",25.0647668393782,11.911,87.359001159668,54.6549987792969,0.460999995470047,15.5618431689572,-10.6166667938232,37.6869430541992
2805109,"SE","PEDRINHAS",5579,"0",29.1334894613583,18.801,80.6100006103516,54.7820014953613,0.433999985456467,14.8245260185559,-11.1916666030884,37.6738891601562
2805208,"SE","PINHAO",3432,"0",31.8691888425777,13.7,86.8450012207031,64.1510009765625,0.493999987840652,13.041276272474,-10.5672225952148,37.7227783203125
2805307,"SE","PIRAMBU",4355,"0",29.7461368653422,9.105,81.2979965209961,51.2830009460449,0.514999985694885,17.4485786919344,-10.7377777099609,36.8561096191406
2805406,"SE","POCO REDONDO",10440,"0",37.9469715397713,21.336,90.9560012817383,74.0189971923828,0.500999987125397,13.4782608695652,-9.80500030517578,37.6844444274902
2805505,"SE","POCO VERDE",15149,"0",31.5951754783713,11.879,83.4209976196289,56.7229995727539,0.497000008821487,13.0355081811392,-10.7083330154419,38.1833343505859
2805604,"SE","PORTO DA FOLHA",13955,"0",27.4628938460203,12.006,90.8330001831055,58.0750007629395,0.486999988555908,21.2730583485076,-9.91722202301025,37.2783317565918
2805703,"SE","PROPRIA",16754,"0",27.4220405691795,11.27,75.9970016479492,39.4739990234375,0.574999988079071,28.8539811752735,-10.2111110687256,36.8402786254883
2805802,"SE","RIACHAO DO DANTAS",12641,"0",34.1429699842022,17.906,87.4509963989258,68.8030014038086,0.453000009059906,11.4680906942134,-11.0688886642456,37.7249984741211
2805901,"SE","RIACHUELO",6295,"0",35.6771799628943,12.748,78.765998840332,47.359001159668,0.52999997138977,25.3337897980144,-10.7283334732056,37.1872215270996
2806008,"SE","RIBEIROPOLIS",9457,"0",18.7836061656112,12.171,80.0989990234375,55.7929992675781,0.504999995231628,20.9622795749153,-10.5394439697266,37.4166679382324
2806107,"SE","ROSARIO DO CATETE",4621,"0",29.9115044247788,12.053,73.7819976806641,43.9850006103516,0.513000011444092,19.4125159642401,-10.6961107254028,37.0305557250977
2806206,"SE","SALGADO",12402,"0",36.9247922156902,16.442,87.9390029907227,60.7980003356934,0.486000001430511,15.7581426992091,-11.0319442749023,37.4749984741211
2806305,"SE","SANTA LUZIA DO ITANHY",7740,"0",55.1348013994649,20.945,92.6640014648438,68.4100036621094,0.465000003576279,10.2097348634745,-11.350832939148,37.4483337402344
2806404,"SE","SANTANA DO SAO FRANCISCO",3505,"0",45.6712232737469,13.184,92.0910034179688,56.2319984436035,0.46900001168251,6.43615200273879,-10.2911109924316,36.6080551147461
2806503,"SE","SANTA ROSA DE LIMA",2828,"0",36.2264150943396,9.042,90.8190002441406,55.8479995727539,0.521000027656555,26.4114462490333,-10.6463890075684,37.1938896179199
2806602,"SE","SANTO AMARO DAS BROTAS",8628,"0",38.6550846188408,12.758,85.9179992675781,48.1269989013672,0.521000027656555,19.8405554841198,-10.7888889312744,37.054443359375
2806701,"SE","SAO CRISTOVAO",31381,"0",36.953393114137,15.922,70.552001953125,31.1800003051758,0.541000008583069,25.1288512197915,-11.0147218704224,37.2063903808594
2806800,"SE","SAO DOMINGOS",5739,"0",36.2999299229152,14.954,78.2639999389648,64.9909973144531,0.437999993562698,11.4751029576937,-10.7913885116577,37.5677795410156
2806909,"SE","SAO FRANCISCO",1873,"0",17.0896785109983,9.565,83.1039962768555,50.8489990234375,0.499000012874603,11.5577889447236,-10.3333330154419,36.8877792358398
2807006,"SE","SAO MIGUEL DO ALEIXO",2908,"0",17.9905538857879,12.04,92.0770034790039,70.6380004882812,0.485000014305115,6.91226737561717,-10.3880558013916,37.3811111450195
2807105,"SE","SIMAO DIAS",26432,"0",33.0473739395673,15.394,79.870002746582,51.9570007324219,0.492000013589859,21.4081486776269,-10.7383337020874,37.8111114501953
2807204,"SE","SIRIRI",4870,"0",41.4652956298201,13.26,86.3320007324219,51.0289993286133,0.512000024318695,14.3187066974596,-10.6038885116577,37.1127777099609
